tip_id,DOB,GraduatedDate,InterviewedDate,StartDate,EndDate,DriversLicense,Course,CreatedDate
1183,1993-04-09,2020-10-09,2020-07-29,2020-08-10,2020-10-09,No,Introduction to Masonry,2020-07-29
1184,2001-01-16,2020-11-13,2020-07-29,2020-08-17,2020-11-13,No,Introduction to Masonry,2020-07-29
1185,1993-08-27,2020-09-11,2020-07-29,2020-08-03,2020-09-11,Yes,Introduction to Masonry,2020-07-29
1186,2002-01-20,,2020-07-29,2020-08-24,2020-10-06,Yes,Introduction to Masonry,2020-07-29
1187,1990-01-06,,2020-08-06,2020-08-24,2020-08-28,No,Introduction to Masonry,2020-08-06
1188,1984-10-06,2020-11-13,2020-08-06,2020-08-24,2020-11-13,Yes,Introduction to Masonry,2020-08-06
1189,1990-12-17,,2020-08-06,,,Yes,Introduction to Masonry,2020-08-06
1190,1988-07-25,,2020-08-06,2020-08-17,2020-11-09,No,Introduction to Masonry,2020-08-06
1191,1993-12-13,2020-09-28,2020-08-06,2020-08-10,2020-09-28,Yes,Introduction to Masonry,2020-08-06
1192,1996-10-10,,2020-08-06,2020-08-31,2020-09-10,Yes,Introduction to Masonry,2020-08-06
1193,1992-07-14,,2020-08-06,,,Yes,Introduction to Masonry,2020-08-06
1194,1993-06-02,,2020-08-20,,,No,Introduction to Masonry,2020-08-20
1195,2001-06-28,2020-12-04,2020-08-20,2020-09-14,2020-12-04,No,Introduction to Masonry,2020-08-20
1196,1985-04-06,2020-11-20,2020-08-20,2020-09-07,2020-11-20,Yes,Introduction to Masonry,2020-08-20
1197,1996-10-06,,2020-08-20,2020-09-14,2020-09-17,No,Introduction to Masonry,2020-08-20
1198,1992-07-10,,2020-09-18,2021-02-22,2021-03-02,Yes,Introduction to Masonry,2020-09-18
1199,1996-08-26,,2020-09-18,2021-03-22,2021-03-26,No,Introduction to Masonry,2020-09-18
1200,1997-07-23,,2020-09-18,2020-09-21,2020-09-25,No,Introduction to Masonry,2020-09-18
1201,1995-02-27,,2020-09-18,2020-09-21,2020-11-05,Yes,Introduction to Masonry,2020-09-18
1202,1992-06-19,2020-12-04,2020-09-18,2020-09-28,2020-12-04,Yes,Introduction to Masonry,2020-09-18
1203,1980-06-01,,2020-09-24,2020-10-05,2020-10-07,Yes,Introduction to Masonry,2020-09-24
1204,2001-07-18,,2020-09-24,2020-09-28,2020-10-09,Yes,Introduction to Masonry,2020-09-24
1205,1993-07-03,,2020-09-24,,,Yes,Introduction to Masonry,2020-09-24
1206,1994-02-16,,2020-09-24,2020-10-12,2020-12-01,Yes,Introduction to Masonry,2020-09-24
1207,1998-06-12,,2020-09-24,2020-10-05,2020-10-19,No,Introduction to Masonry,2020-09-24
1208,1986-09-10,,2020-10-08,2020-10-19,2021-02-26,Yes,Introduction to Masonry,2020-10-08
1209,1991-07-02,,2020-10-08,2020-10-19,2020-11-06,No,Introduction to Masonry,2020-10-08
1210,1982-03-23,,2020-10-08,2020-10-12,2020-10-15,Yes,Introduction to Masonry,2020-10-08
1211,1984-08-31,2021-01-15,2020-10-08,2020-10-26,2021-01-15,Yes,Introduction to Masonry,2020-10-08
1212,1980-08-16,,2020-10-08,,,Yes,Introduction to Masonry,2020-10-08
1213,1992-05-17,2021-01-08,2020-10-08,2020-10-12,2021-01-08,Yes,Introduction to Masonry,2020-10-08
1214,1992-12-13,,2020-10-08,2020-10-12,2021-01-07,No,Introduction to Masonry,2020-10-08
1215,2001-04-27,,2020-11-04,2020-11-09,2020-11-10,No,Introduction to Masonry,2020-11-04
1216,1996-01-02,,2020-11-04,2020-11-09,2021-01-29,Yes,Introduction to Masonry,2020-11-04
1217,1997-05-14,,2020-11-04,,,Yes,Introduction to Masonry,2020-11-04
1218,1998-07-14,,2020-11-04,2020-12-01,2021-01-04,No,Introduction to Masonry,2020-11-04
1219,1997-07-04,,2020-11-04,2020-11-16,2020-12-08,Yes,Introduction to Masonry,2020-11-04
1220,1996-08-13,,2020-11-04,,,Yes,Introduction to Masonry,2020-11-04
1221,1993-07-14,,2020-11-12,2020-12-01,2021-01-04,No,Introduction to Masonry,2020-11-12
1222,1999-03-11,,2020-11-12,,,No,Introduction to Masonry,2020-11-12
1223,1995-10-19,2021-02-16,2020-11-12,2020-12-01,2021-02-16,Yes,Introduction to Masonry,2020-11-12
1224,1997-10-13,,2020-11-12,,,Yes,Introduction to Masonry,2020-11-12
1225,1998-08-11,,2020-11-12,2020-11-16,2020-12-01,No,Introduction to Masonry,2020-11-12
1226,2001-03-24,2021-01-22,2020-11-12,2020-11-16,2021-01-22,No,Introduction to Masonry,2020-11-12
1227,1988-09-06,,2020-11-12,2020-12-01,2020-12-02,Yes,Introduction to Masonry,2020-11-12
1228,1998-01-12,2021-01-27,2020-11-12,2020-11-16,2021-01-27,Yes,Introduction to Masonry,2020-11-12
1229,1983-08-09,2021-01-15,2020-11-19,2020-12-07,2021-01-15,Yes,Introduction to Masonry,2020-11-19
1230,1996-12-08,,2020-11-19,2020-12-01,2020-12-08,Yes,Introduction to Masonry,2020-11-19
1231,2000-06-13,2021-01-22,2020-11-19,2020-12-07,2021-01-22,Yes,Introduction to Masonry,2020-11-19
1232,2001-08-30,2021-03-04,2020-11-19,2020-12-07,2021-03-04,No,Introduction to Masonry,2020-11-19
1233,1985-03-19,,2020-11-19,,,No,Introduction to Masonry,2020-11-19
1234,1979-07-19,,2020-11-19,,,No,Introduction to Masonry,2020-11-19
1235,1992-07-08,,2021-01-07,,,Yes,Introduction to Masonry,2021-01-07
1236,1988-03-15,,2021-01-07,,,Yes,Introduction to Masonry,2021-01-07
1237,2002-01-19,,2021-01-07,2021-01-11,2021-01-19,No,Introduction to Masonry,2021-01-07
1238,2002-02-19,,2021-01-07,2021-01-11,2021-03-09,No,Introduction to Masonry,2021-01-07
1239,1997-08-03,,2021-01-07,,,No,Introduction to Masonry,2021-01-07
1240,1994-04-17,,2021-01-07,2021-01-11,2021-01-18,No,Introduction to Masonry,2021-01-07
1241,1979-08-18,,2021-01-07,,2021-01-04,Yes,Introduction to Masonry,2021-01-07
1242,1981-09-06,,2021-01-07,,,Yes,Introduction to Masonry,2021-01-07
1243,1998-02-08,,2021-01-21,2021-02-15,2021-02-17,No,Introduction to Masonry,2021-01-21
1244,1993-07-02,2021-03-16,2021-01-21,2021-02-16,2021-03-16,Yes,Introduction to Masonry,2021-01-21
1245,1983-10-29,2021-04-09,2021-01-21,2021-01-25,2021-04-09,No,Introduction to Masonry,2021-01-21
1246,1991-11-01,,2021-01-21,2021-02-15,2021-03-09,Yes,Introduction to Masonry,2021-01-21
1247,1985-10-31,,2021-01-21,,,Yes,Introduction to Masonry,2021-01-21
1248,1989-06-20,2021-03-17,2021-01-21,2021-01-25,2021-03-17,Yes,Carpentry,2021-01-21
1249,2002-02-05,,2021-01-21,2021-01-26,2021-02-24,Yes,Introduction to Masonry,2021-01-21
1250,1974-02-18,2021-03-26,2021-01-21,2021-01-25,2021-03-26,Yes,Introduction to Masonry,2021-01-21
1251,1987-03-18,,2021-01-21,2021-02-08,2021-03-03,Yes,Introduction to Masonry,2021-01-21
1252,2001-10-22,,2021-01-26,2021-03-30,2021-03-31,Yes,Introduction to Masonry,2021-01-26
1253,1997-08-11,,2021-01-26,2021-02-08,2021-02-17,Yes,Introduction to Masonry,2021-01-26
1254,1999-05-20,,2021-01-26,2021-02-01,2021-02-10,No,Introduction to Masonry,2021-01-26
1255,1992-11-03,,2021-01-26,2021-02-01,2021-03-31,Yes,Introduction to Masonry,2021-01-26
1256,1994-04-14,,2021-02-02,,,Yes,Introduction to Masonry,2021-02-02
1257,1997-06-08,,2021-02-02,,,No,Introduction to Masonry,2021-02-02
1258,2001-04-18,2021-03-12,2021-02-02,2021-02-08,2021-03-12,Yes,Introduction to Masonry,2021-02-02
1259,1984-03-29,,2021-02-02,2021-02-08,2021-02-10,Yes,Introduction to Masonry,2021-02-02
1260,1997-08-23,,2021-02-02,2021-02-15,2021-02-23,No,Introduction to Masonry,2021-02-02
1261,1991-11-21,,2021-02-15,2021-02-22,2021-02-24,Yes,Introduction to Masonry,2021-02-15
1262,2001-07-29,2021-04-19,2021-02-15,2021-03-01,2021-04-19,Yes,Introduction to Masonry,2021-02-15
1263,1992-04-05,2021-05-10,2021-02-23,2021-03-01,2021-05-10,Yes,Carpentry,2021-02-23
1264,1989-02-16,2021-05-06,2021-02-23,2021-03-01,2021-05-06,Yes,Introduction to Masonry,2021-02-23
1265,1981-09-06,,2021-02-23,2021-03-08,2021-03-15,No,Introduction to Masonry,2021-02-23
1266,1995-07-06,,2021-02-23,,,Yes,Introduction to Masonry,2021-02-23
1267,2001-10-27,,2021-03-01,2021-03-08,2021-04-01,No,Introduction to Masonry,2021-03-01
1268,1992-09-03,,2021-03-01,2021-03-08,2021-04-12,Yes,Introduction to Masonry,2021-03-01
1269,1992-05-30,,2021-03-01,2021-04-05,2021-04-13,Yes,Introduction to Masonry,2021-03-01
1270,1973-01-03,2021-04-12,2021-03-01,2021-03-08,2021-04-12,Yes,Introduction to Masonry,2021-03-01
1271,2000-12-23,,2021-03-01,2021-03-15,2021-05-11,No,Introduction to Masonry,2021-03-01
1272,1999-12-01,,2021-03-01,2021-03-15,2021-03-16,No,Introduction to Masonry,2021-03-01
1273,1992-04-02,,2021-03-01,2021-03-15,2021-03-16,Yes,Introduction to Masonry,2021-03-01
1274,1995-03-17,,2021-02-16,2021-03-22,,No,Introduction to Masonry,2021-03-16
1275,1991-12-06,,2021-02-16,2021-03-22,2021-03-29,Yes,Introduction to Masonry,2021-03-16
1276,1980-08-08,,2021-02-16,,,Yes,Introduction to Masonry,2021-03-16
1277,2000-03-29,,2021-03-25,,,No,Introduction to Masonry,2021-03-25
1278,1987-07-12,,2021-03-25,,,Yes,Introduction to Masonry,2021-03-25
1279,1986-03-19,,2021-03-25,2021-04-05,2021-04-21,Yes,Introduction to Masonry,2021-03-25
1280,1954-01-07,,2021-03-25,,,Yes,Introduction to Masonry,2021-03-25
1281,1980-05-25,,2021-03-25,,,Yes,Introduction to Masonry,2021-03-25
1282,1996-02-27,,2021-04-06,,,No,Introduction to Masonry,2021-04-06
1283,1999-01-14,2021-05-26,2021-04-06,2021-04-12,2021-05-26,Yes,Introduction to Masonry,2021-04-12
1284,1998-09-22,,2021-04-13,2021-04-26,2021-05-26,No,Introduction to Masonry,2021-04-13
1285,1988-03-10,,2021-04-15,,,No,Introduction to Masonry,2021-04-15
1286,1998-03-07,,2021-04-15,,,Yes,Introduction to Masonry,2021-04-15
1287,1992-11-21,2021-09-23,2021-04-15,2021-04-19,2021-09-23,No,Introduction to Masonry,2021-04-15
1288,2001-01-15,2021-07-13,2021-04-15,2021-04-19,2021-07-13,No,Introduction to Masonry,2021-04-15
1289,1988-03-04,,2021-04-15,,,Yes,Introduction to Masonry,2021-04-15
1290,1984-01-10,,2021-04-15,2021-04-26,2021-05-11,Yes,Introduction to Masonry,2021-04-15
1291,2001-09-27,,2021-04-15,,,Yes,Introduction to Masonry,2021-04-15
1292,1997-01-20,,2021-04-15,2021-04-19,,Yes,Introduction to Masonry,2021-04-15
1293,1995-01-31,,2021-04-22,,,No,Introduction to Masonry,2021-04-22
1294,1987-03-18,,2021-04-22,,,Yes,Introduction to Masonry,2021-04-22
1295,1996-09-06,,2021-04-22,,,No,Introduction to Masonry,2021-04-22
1296,2001-04-28,,2021-04-22,2021-04-26,2022-01-14,No,Introduction to Masonry,2021-04-22
1297,1962-12-27,2021-07-09,2021-04-22,2021-04-26,2021-07-09,No,Introduction to Masonry,2021-04-22
1298,1991-07-19,,2021-04-22,2021-05-03,2021-05-19,No,Introduction to Masonry,2021-04-22
1299,1987-12-26,,2021-04-27,,,Yes,Introduction to Masonry,2021-04-27
1300,1988-09-30,,2021-04-27,,,Yes,Introduction to Masonry,2021-04-27
1301,1988-09-12,,2021-04-27,2021-05-10,2021-05-26,Yes,Introduction to Masonry,2021-04-27
1302,1997-08-23,,2021-04-27,,,No,Introduction to Masonry,2021-04-27
1303,1989-03-31,,2021-04-27,,,Yes,Introduction to Masonry,2021-04-27
1304,2000-01-08,2021-11-10,2021-04-27,2021-05-10,2021-11-10,No,Introduction to Masonry,2021-04-27
1305,1989-02-16,2021-06-22,2021-04-27,2021-05-10,2021-06-22,Yes,Introduction to Masonry,2021-04-27
1306,1995-11-30,,2021-05-03,2021-05-10,2021-05-21,No,Introduction to Masonry,2021-05-03
1307,1997-03-17,2021-08-27,2021-05-12,2021-05-24,2021-08-27,Yes,Introduction to Masonry,2021-05-12
1308,1996-02-04,,2021-05-12,,,No,Introduction to Masonry,2021-05-12
1309,1996-08-19,,2021-05-12,2021-05-17,2021-06-17,No,,2021-05-12
1310,2001-06-25,2021-10-15,2021-05-12,2021-05-17,2021-10-15,No,Introduction to Masonry,2021-05-12
1311,1990-11-21,2021-08-13,2021-05-20,2021-06-08,2021-08-13,No,Introduction to Masonry,2021-05-20
1312,1978-05-10,2021-08-03,2021-05-20,2021-06-07,2021-08-03,No,Introduction to Masonry,2021-05-20
1313,1995-08-02,,2021-06-01,,,Yes,Introduction to Masonry,2021-06-01
1314,2000-02-10,,2021-06-01,2021-06-02,2022-04-19,No,Introduction to Masonry,2021-06-01
1315,1992-12-09,,2021-06-01,2021-06-02,2021-06-11,No,Introduction to Masonry,2021-06-01
1316,2002-05-05,2021-08-27,2021-06-01,2021-06-22,2021-08-27,No,Introduction to Masonry,2021-06-01
1317,1993-06-02,,2021-06-07,,,Yes,Introduction to Masonry,2021-06-07
1318,1994-08-05,,2021-06-07,2021-06-14,2021-06-17,Yes,Introduction to Masonry,2021-06-07
1319,2000-12-31,,2021-06-07,2021-06-15,2021-06-17,Yes,Introduction to Masonry,2021-06-07
1320,1994-06-17,,2021-06-07,,,Yes,Introduction to Masonry,2021-06-07
1321,2003-01-13,,2021-06-16,,,No,Introduction to Masonry,2021-06-16
1322,1999-02-04,,2021-06-16,2021-06-22,2021-06-24,Yes,Introduction to Masonry,2021-06-16
1323,2001-01-17,,2021-06-16,,,Yes,Introduction to Masonry,2021-06-16
1324,2021-06-16,,2021-06-16,,,No,Introduction to Masonry,2021-06-16
1325,2000-12-18,,2021-06-16,2021-06-22,2021-07-08,No,Introduction to Masonry,2021-06-16
1326,2001-03-14,2021-11-12,2021-06-16,2021-06-22,2021-11-12,No,Carpentry,2021-06-16
1327,2003-07-03,2021-09-17,2021-06-29,2021-07-06,2021-09-17,Yes,Introduction to Masonry,2021-06-29
1328,1987-11-25,,2021-06-29,,,Yes,Introduction to Masonry,2021-06-29
1329,1980-02-23,,2021-06-29,2021-07-06,2021-07-07,Yes,Introduction to Masonry,2021-06-29
1330,1996-06-08,,2021-07-08,2021-07-19,2021-08-13,No,Introduction to Masonry,2021-07-08
1331,1995-05-14,,2021-07-08,,,Yes,Introduction to Masonry,2021-07-08
1332,1990-12-30,2021-09-10,2021-07-08,2021-07-12,2021-09-10,Yes,Introduction to Masonry,2021-07-08
1333,1995-09-13,,2021-07-08,,,Yes,Introduction to Masonry,2021-07-08
1334,2002-11-07,,2021-07-08,2021-07-12,2021-07-21,No,Introduction to Masonry,2021-07-08
1335,1983-10-05,,2021-07-09,,,Yes,Introduction to Masonry,2021-07-09
1336,1992-12-28,,2021-07-14,,,No,Introduction to Masonry,2021-07-14
1337,1981-09-03,,2021-07-15,,,No,Introduction to Masonry,2021-07-15
1338,2002-06-14,2021-09-27,2021-07-15,2021-07-19,2021-09-27,No,Introduction to Masonry,2021-07-15
1339,2003-05-17,,2021-07-15,2021-07-19,2021-09-07,No,Introduction to Masonry,2021-07-15
1340,1997-05-20,,2021-07-21,,,No,Introduction to Masonry,2021-07-21
1341,2000-09-21,,2021-07-21,,,Yes,Introduction to Masonry,2021-07-21
1342,2001-06-25,,2021-07-21,2021-07-26,2021-08-02,No,Introduction to Masonry,2021-07-21
1343,1981-02-21,,2021-07-21,,,No,Introduction to Masonry,2021-07-21
1344,2002-12-29,2021-11-12,2021-07-21,2021-08-03,2021-11-12,No,Introduction to Masonry,2021-07-21
1345,2002-05-18,,2021-07-26,2021-08-09,2021-08-13,Yes,Introduction to Masonry,2021-07-26
1346,2003-01-14,2021-11-12,2021-07-26,2021-08-02,2021-11-12,Yes,Carpentry,2021-07-26
1347,1980-03-29,,2021-07-26,2021-08-02,2021-08-06,No,Introduction to Masonry,2021-07-26
1348,1992-10-07,,2021-07-26,,,No,Introduction to Masonry,2021-07-26
1349,1977-01-22,,2021-08-05,2021-08-09,2021-09-28,No,Introduction to Masonry,2021-08-05
1350,1996-10-26,,2021-08-05,2021-08-09,2021-08-13,Yes,Introduction to Masonry,2021-08-05
1351,2003-07-29,,2021-08-05,2022-09-06,2022-11-02,Yes,Introduction to Masonry,2021-08-05
1352,1998-09-02,,2021-08-05,,,No,Introduction to Masonry,2021-08-05
1353,1986-09-04,,2021-08-12,,,No,Introduction to Masonry,2021-08-12
1354,1993-12-19,,2021-08-12,2021-08-23,2021-10-29,Yes,Introduction to Masonry,2021-08-12
1355,1977-02-11,,2021-08-12,,,No,Introduction to Masonry,2021-08-12
1356,2000-07-02,,2021-08-12,2021-08-16,2021-08-20,No,Introduction to Masonry,2021-08-12
1357,1989-03-29,,2021-08-12,2021-08-23,2022-03-11,No,Introduction to Masonry,2021-08-12
1358,2002-09-30,,2021-08-19,2021-08-30,2021-09-03,No,Introduction to Masonry,2021-08-19
1359,1994-11-22,,2021-08-19,2021-08-23,2021-09-01,No,Introduction to Masonry,2021-08-19
1360,1996-06-25,2021-11-19,2021-08-19,2021-08-23,2021-11-19,Yes,Introduction to Masonry,2021-08-19
1361,2001-04-09,,2021-08-24,,,Yes,Introduction to Masonry,2021-08-24
1362,1996-04-27,,2021-08-24,2021-08-30,2021-10-27,No,Introduction to Masonry,2021-08-24
1363,1982-08-13,,2021-08-24,2021-08-30,2021-11-16,No,Introduction to Masonry,2021-08-24
1364,1979-04-30,,2021-09-02,2021-09-07,2021-10-07,No,Introduction to Masonry,2021-09-02
1365,1980-07-18,,2021-09-02,2021-09-07,2021-10-13,No,Introduction to Masonry,2021-09-02
1366,1985-05-19,,2021-09-02,,,Yes,Introduction to Masonry,2021-09-02
1367,1994-02-03,,2021-09-09,2021-09-20,2021-10-01,Yes,Introduction to Masonry,2021-09-09
1368,1996-11-15,,2021-09-09,,,Yes,Introduction to Masonry,2021-09-09
1369,2000-01-15,,2021-09-09,,,Yes,Introduction to Masonry,2021-09-09
1370,1994-10-31,,2021-09-09,2021-09-20,2021-12-14,No,Introduction to Masonry,2021-09-09
1371,1990-06-16,2021-10-14,2021-09-09,2021-09-20,2021-10-14,Yes,Introduction to Masonry,2021-09-09
1372,1978-09-25,,2021-09-16,2021-09-27,2021-09-29,Yes,Introduction to Masonry,2021-09-16
1373,1985-11-10,2022-01-21,2021-09-16,2021-09-27,2022-01-21,Yes,Carpentry,2021-09-16
1374,2002-01-23,,2021-09-16,2021-10-18,2021-12-02,No,Introduction to Masonry,2021-09-16
1375,1996-09-02,,2021-09-16,,,No,Introduction to Masonry,2021-09-16
1376,2001-05-26,,2024-02-22,2024-03-04,2024-03-05,No,Introduction to Masonry,2021-09-23
1377,1991-06-15,,2021-09-23,,,Yes,Introduction to Masonry,2021-09-23
1378,1979-04-05,2021-12-02,2021-09-23,2021-09-27,2021-12-02,No,Introduction to Masonry,2021-09-23
1379,1997-04-20,2023-11-17,2021-09-23,2023-09-05,2023-11-17,No,Introduction to Masonry,2021-09-23
1380,1981-07-04,,2021-09-23,2021-09-27,2021-11-24,No,Introduction to Masonry,2021-09-23
1381,1999-12-22,2022-01-18,2021-09-23,2021-09-27,2022-01-18,No,Introduction to Masonry,2021-09-23
1382,2002-08-03,,2021-09-30,,,No,Introduction to Masonry,2021-09-30
1383,2001-04-02,,2021-09-30,2021-10-04,2021-10-07,Yes,Introduction to Masonry,2021-09-30
1384,2003-04-29,,2021-09-30,,,No,Introduction to Masonry,2021-09-30
1385,1993-02-10,,2021-09-30,2021-10-04,2021-10-25,No,Introduction to Masonry,2021-09-30
1386,2001-09-15,,2021-10-05,2021-10-11,,No,Introduction to Masonry,2021-10-05
1387,1999-12-05,,2021-10-05,2021-10-11,2021-11-15,Yes,Introduction to Masonry,2021-10-05
1388,2003-07-05,2022-01-19,2021-10-05,2021-10-11,2022-01-19,No,Carpentry,2021-10-05
1389,1998-02-24,2022-01-19,2021-10-05,2021-11-01,2022-01-19,Yes,Introduction to Masonry,2021-10-05
1390,2000-03-24,,2021-10-05,,,Yes,Introduction to Masonry,2021-10-05
1391,1975-04-28,,2021-10-07,,,Yes,Introduction to Masonry,2021-10-07
1392,1997-10-15,,2021-10-07,2021-10-11,2021-12-14,Yes,Introduction to Masonry,2021-10-07
1393,2002-01-16,,2024-05-29,2024-06-03,2024-06-21,No,Introduction to Masonry,2021-10-07
1394,1987-11-24,,2021-10-07,2021-10-11,2021-11-01,No,Introduction to Masonry,2021-10-07
1395,1974-10-12,2021-11-01,2021-10-07,2021-10-18,2021-11-01,Yes,Introduction to Masonry,2021-10-07
1396,1997-10-08,,2021-10-19,2024-02-12,2024-03-08,Yes,Introduction to Masonry,2021-10-19
1397,1977-10-05,2021-11-08,2021-10-19,2021-10-25,2021-11-08,No,Introduction to Masonry,2021-10-19
1398,1982-03-04,,2021-10-19,2021-10-25,2021-10-27,No,Introduction to Masonry,2021-10-19
1399,2001-10-26,,2021-10-28,2021-11-01,2021-11-24,Yes,Introduction to Masonry,2021-10-28
1400,1997-02-22,2022-01-07,2021-10-28,2021-11-08,2022-01-07,Yes,Carpentry,2021-10-28
1401,1986-12-26,,2021-10-28,,,No,Introduction to Masonry,2021-10-28
1402,1992-09-20,2022-01-21,2021-11-02,2021-11-08,2022-01-21,No,Carpentry,2021-11-02
1403,2003-07-25,2022-01-21,2021-11-02,2021-11-08,2022-01-21,No,Carpentry,2021-11-02
1404,1993-02-04,,2021-11-02,,,Yes,Introduction to Masonry,2021-11-02
1405,1994-10-30,,2021-11-11,2021-11-15,2021-12-06,No,Introduction to Masonry,2021-11-11
1406,2001-09-11,2022-09-30,2021-11-11,2021-11-15,2022-09-30,Yes,Carpentry,2021-11-11
1407,2001-10-01,,2021-11-11,2021-11-15,2021-02-11,Yes,Introduction to Masonry,2021-11-11
1408,1991-04-14,2022-01-28,2021-11-16,2021-11-22,2022-01-28,No,Introduction to Masonry,2021-11-16
1409,2003-02-24,,2021-11-16,,,Yes,Introduction to Masonry,2021-11-16
1410,1988-03-22,,2021-11-16,,,Yes,Introduction to Masonry,2021-11-16
1411,2002-02-03,,2021-11-16,2021-11-29,2021-12-16,Yes,Introduction to Masonry,2021-11-16
1412,1991-03-12,,2021-11-23,,,No,Introduction to Masonry,2021-11-23
1413,2003-05-06,,2021-11-23,2021-11-29,2022-02-08,Yes,Introduction to Masonry,2021-11-23
1414,1992-07-29,,2021-11-23,,,No,Introduction to Masonry,2021-11-23
1415,2003-10-13,2022-07-01,2021-11-23,2021-12-06,2022-07-01,No,Introduction to Masonry,2021-11-23
1416,2002-08-23,2022-03-25,2021-12-02,2021-12-13,2022-03-25,Yes,Carpentry,2021-12-02
1417,1984-01-19,2022-03-11,2021-12-02,2021-12-06,2022-03-11,No,Introduction to Masonry,2021-12-02
1418,1999-01-13,,2021-12-02,,,No,Introduction to Masonry,2021-12-02
1419,1973-08-28,2022-05-20,2021-12-09,2022-02-14,2022-05-20,Yes,Carpentry,2021-12-09
1420,1995-03-24,,2021-12-09,,,Yes,Introduction to Masonry,2021-12-09
1421,1999-12-18,,2021-12-09,2021-12-13,2021-12-16,No,Introduction to Masonry,2021-12-09
1422,1999-10-09,,2024-07-03,,,No,Introduction to Masonry,2021-12-09
1423,1993-05-07,,2021-12-09,2021-12-13,2022-01-28,Yes,Introduction to Masonry,2021-12-09
1424,1994-02-15,2022-03-25,2021-12-14,2021-12-20,2022-03-25,No,Carpentry,2021-12-14
1425,1962-11-03,2022-05-20,2021-12-14,2022-01-31,2022-05-20,Yes,Carpentry,2021-12-14
1426,1993-09-29,,2021-12-14,2021-12-20,2022-02-03,No,Introduction to Masonry,2021-12-14
1427,2003-12-31,,2021-12-14,2022-10-03,2022-10-10,No,Introduction to Masonry,2021-12-14
1428,2001-08-28,2022-03-18,2021-12-22,2022-01-10,2022-03-18,No,Introduction to Masonry,2021-12-22
1429,1994-04-03,,2021-12-22,2022-01-03,2022-01-18,No,Introduction to Masonry,2021-12-22
1430,1992-08-19,,2021-12-22,,,Yes,Introduction to Masonry,2021-12-22
1431,1996-01-03,2022-03-18,2021-12-22,2022-01-03,2022-03-18,No,Introduction to Masonry,2021-12-22
1432,2000-08-19,,2021-12-22,2024-04-08,2024-04-09,No,Introduction to Masonry,2021-12-22
1433,1997-01-27,2022-04-01,2022-01-06,2022-01-10,2022-04-01,No,Introduction to Masonry,2022-01-06
1434,1995-02-18,,2022-01-06,,,Yes,Introduction to Masonry,2022-01-06
1435,1996-01-24,,2022-01-06,,,No,Introduction to Masonry,2022-01-06
1436,2003-03-28,,2022-01-06,2022-09-06,2022-11-22,Yes,Introduction to Masonry,2022-01-06
1437,2001-10-20,,2022-01-06,2022-01-10,2022-02-25,Yes,Introduction to Masonry,2022-01-06
1438,1995-06-16,2022-03-25,2022-01-13,2022-01-18,2022-03-25,No,Carpentry,2022-01-13
1439,1987-11-25,2022-03-25,2022-01-13,2022-01-18,2022-03-25,Yes,Carpentry,2022-01-13
1440,1998-07-28,2022-03-18,2022-01-13,2022-01-18,2022-03-18,Yes,Introduction to Masonry,2022-01-13
1441,2001-05-06,,2022-01-20,2022-01-24,2022-02-02,No,Introduction to Masonry,2022-01-20
1442,2001-10-02,2022-03-25,2022-01-20,2022-01-24,2022-03-25,Yes,Carpentry,2022-01-20
1443,1989-09-15,,2022-01-20,,,No,Introduction to Masonry,2022-01-20
1444,1987-10-16,,2022-01-20,,,Yes,Introduction to Masonry,2022-01-20
1445,1993-07-19,,2022-01-20,2022-01-24,2022-02-17,No,Introduction to Masonry,2022-01-20
1446,1996-03-25,2022-05-13,2022-01-25,2022-02-28,2022-05-13,No,Introduction to Masonry,2022-01-25
1447,1996-08-07,,2022-01-25,2022-01-31,2022-02-09,Yes,Introduction to Masonry,2022-01-25
1448,2001-12-24,,2023-02-15,,,No,Introduction to Masonry,2022-01-25
1449,1998-05-19,,2022-01-25,2022-01-31,2022-02-04,Yes,Introduction to Masonry,2022-01-25
1450,1980-12-20,,2022-01-25,,,No,Introduction to Masonry,2022-01-25
1451,2000-12-25,,2022-01-25,2022-01-31,2022-02-22,Yes,Carpentry,2022-01-25
1452,1955-03-07,,2022-01-25,,,Yes,Introduction to Masonry,2022-01-25
1453,2002-05-24,,2022-01-25,,,No,Introduction to Masonry,2022-01-25
1454,2003-06-02,2022-04-15,2022-01-27,2022-02-02,2022-04-15,Yes,Introduction to Masonry,2022-01-27
1455,1998-07-31,2022-04-15,2022-01-27,2022-02-02,2022-04-15,Yes,Introduction to Masonry,2022-01-27
1456,2001-10-07,2022-03-25,2022-01-27,2022-02-07,2022-03-25,Yes,Carpentry,2022-01-27
1457,1998-09-09,2022-04-15,2022-01-27,2022-02-02,2022-04-15,No,Introduction to Masonry,2022-01-27
1458,1997-10-11,,2022-02-03,2022-02-14,2022-02-17,No,Introduction to Masonry,2022-02-03
1459,1986-08-04,2022-04-22,2022-02-03,2022-02-07,2022-04-22,Yes,Introduction to Masonry,2022-02-03
1460,1997-01-11,2022-04-29,2022-02-09,2022-02-16,2022-04-29,No,Introduction to Masonry,2022-02-09
1461,1981-06-01,2022-07-08,2022-02-09,2022-02-16,2022-07-08,No,Introduction to Masonry,2022-02-09
1462,1996-04-22,,2022-02-09,2022-02-21,2022-02-23,Yes,Introduction to Masonry,2022-02-09
